,0,1
0,1169.193297,109.392474
1,1169.20325,109.3885472
2,1169.213203,109.4872145
3,1169.223155,109.4396255
4,1169.233108,109.3804185
5,1169.243061,109.3485522
6,1169.253014,109.3459481
7,1169.262966,109.4374384
8,1169.272919,109.4856802
9,1169.282872,109.3732374
10,1169.292825,109.3263514
11,1169.302777,109.3450969
12,1169.312726,109.3404064
13,1169.322679,109.370864
14,1169.332632,109.4218639
15,1169.342584,109.4686031
16,1169.352537,109.4348687
17,1169.36249,109.5413663
18,1169.372443,109.6231275
19,1169.382395,109.553634
20,1169.392348,109.5069522
21,1169.402301,109.5097513
22,1169.412254,109.511278
23,1169.422207,109.5037761
24,1169.432159,109.4843725
25,1169.442112,109.4286284
26,1169.452065,109.3981205
27,1169.462018,109.4094018
28,1169.47197,109.3314672
29,1169.481923,109.3305131
30,1169.491876,109.3672469
31,1169.501829,109.2689132
32,1169.511781,109.2646414
33,1169.521734,109.3230636
34,1169.531687,109.324784
35,1169.54164,109.3954637
36,1169.551592,109.3506433
37,1169.561545,109.34146
38,1169.571498,109.3285079
39,1169.581451,109.2089499
40,1169.591403,109.2143275
41,1169.601356,109.3843548
42,1169.611309,109.4045605
43,1169.621262,109.5266758
44,1169.631214,109.4456641
45,1169.641167,109.3462621
46,1169.65112,109.2973721
47,1169.661073,109.3323857
48,1169.671026,109.3867103
49,1169.680978,109.3243087
50,1169.690931,109.3133206
51,1169.700884,109.3507798
52,1169.710837,109.3143438
53,1169.720789,109.3233162
54,1169.730742,109.3233162
55,1169.740695,109.3234965
56,1169.750648,109.339578
57,1169.7606,109.4242475
58,1169.770553,109.3636507
59,1169.780506,109.4011637
60,1169.790459,109.2659301
61,1169.800411,109.3311902
62,1169.810364,109.4485958
63,1169.820317,109.3485483
64,1169.83027,109.352799
65,1169.840222,109.3488768
66,1169.850175,109.3194537
67,1169.860128,109.3615299
68,1169.870081,109.3924267
69,1169.880034,109.4125693
70,1169.889986,109.3580174
71,1169.899939,109.1684836
72,1169.909892,109.1577556
73,1169.919845,109.1753066
74,1169.929797,109.1994518
75,1169.93975,109.2113477
76,1169.949703,109.1757486
77,1169.959656,109.2917092
78,1169.969608,109.2852817
79,1169.979561,109.3460701
80,1169.989514,109.4102512
81,1169.999467,109.3012018
82,1170.009419,109.3000856
83,1170.019372,109.2474205
84,1170.029325,109.3076107
85,1170.039278,109.2897934
86,1170.04923,109.2587384
87,1170.059183,109.2847771
88,1170.069136,109.2293357
89,1170.079089,109.318874
90,1170.089042,109.3846431
91,1170.098994,109.2131934
92,1170.108947,109.3015082
93,1170.1189,109.373067
94,1170.128853,109.3609461
95,1170.138805,109.4047411
96,1170.148758,109.3168288
97,1170.158711,109.2460396
98,1170.168664,109.258705
99,1170.178616,109.3280535
100,1170.188569,109.3512553
101,1170.198522,109.3889333
102,1170.208475,109.4149898
103,1170.218428,109.3870018
104,1170.22838,109.3198048
105,1170.238333,109.3641922
106,1170.248286,109.3235792
107,1170.258239,109.3082604
108,1170.268191,109.322655
109,1170.278144,109.2899398
110,1170.288097,109.3914739
111,1170.29805,109.4005915
112,1170.308002,109.3269524
113,1170.317955,109.2272993
114,1170.327908,109.2426149
115,1170.337861,109.3534359
116,1170.347813,109.3035177
117,1170.357766,109.2777568
118,1170.367719,109.3998278
119,1170.377672,109.413623
120,1170.387624,109.3988143
121,1170.397577,109.3542063
122,1170.40753,109.3127925
123,1170.417483,109.4026578
124,1170.427436,109.4026578
125,1170.437388,109.4036761
126,1170.447341,109.4408991
127,1170.457294,109.426828
128,1170.467247,109.423691
129,1170.477199,109.4295029
130,1170.487152,109.3562497
131,1170.497105,109.4042093
132,1170.507058,109.4641957
133,1170.51701,109.4509774
134,1170.526963,109.4231075
135,1170.536916,109.4142121
136,1170.546869,109.4421118
137,1170.556822,109.4925758
138,1170.566774,109.3751177
139,1170.576727,109.3967386
140,1170.58668,109.3697524
141,1170.596633,109.3550467
142,1170.606585,109.3695107
143,1170.616538,109.4021838
144,1170.626491,109.4617954
145,1170.636444,109.4610782
146,1170.646396,109.5482653
147,1170.656349,109.5434926
148,1170.666302,109.5565825
149,1170.676255,109.5349242
150,1170.686208,109.5553538
151,1170.69616,109.5952038
152,1170.706113,109.5456741
153,1170.716066,109.4488115
154,1170.726019,109.4612549
155,1170.735971,109.4032904
156,1170.745924,109.3733239
157,1170.755877,109.3248503
158,1170.76583,109.1786507
159,1170.775782,109.2286107
160,1170.785735,109.2556502
161,1170.795688,109.3079448
162,1170.805641,109.384623
163,1170.815594,109.3655856
164,1170.825546,109.3873688
165,1170.835499,109.4202417
166,1170.845452,109.441134
167,1170.855405,109.4543057
168,1170.865357,109.440777
169,1170.87531,109.4461761
170,1170.885263,109.4516382
171,1170.895216,109.36549
172,1170.905168,109.4721355
173,1170.915121,109.3906023
174,1170.925074,109.3312363
175,1170.935027,109.1998017
176,1170.94498,109.2595817
177,1170.954932,109.3760446
178,1170.964885,109.4152763
179,1170.974838,109.4770026
180,1170.984791,109.4000496
181,1170.994743,109.3644463
182,1171.004696,109.4380981
183,1171.014649,109.4434199
184,1171.024602,109.4290214
185,1171.034555,109.3376131
186,1171.044507,109.1457169
187,1171.05446,109.0424945
188,1171.064413,109.0238841
189,1171.074366,109.1058308
190,1171.084318,109.1097095
191,1171.094271,109.1591648
192,1171.104224,109.1741267
193,1171.114177,109.0863848
194,1171.124128,109.0863848
195,1171.134082,109.0150755
196,1171.144035,108.999939
197,1171.153988,109.0924552
198,1171.163941,109.1751677
199,1171.173892,109.1528744
200,1171.183845,109.217911
201,1171.193798,109.3061298
202,1171.203751,109.3259135
203,1171.213703,109.3044354
204,1171.223656,109.3739048
