,1
0,0.05901358575413458
1,0.05822928179358431
2,0.05897823625529343
3,0.06205221340267047
4,0.059231791193335305
5,0.06606641099129767
6,0.07553340477537611
7,0.07596980246772607
8,0.07418250540325774
9,0.06619624900991378
10,0.0624954786671281
11,0.051798512224923
12,0.0667819665873856
13,0.055471419419339904
14,0.052216198395272105
15,0.06748328410203087
16,0.0656574335950028
17,0.06451695021534426
18,0.054304302107103
19,0.057398607898326244
20,0.05820512518256171
21,0.06841685484925185
22,0.06377379976315213
23,0.07170493253086078
24,0.06329739851707286
25,0.06429457235749553
26,0.06725677678227729
27,0.07333397242955457
28,0.06542839043120005
29,0.05477633786806478
30,0.07431131714116589
31,0.06871980872710381
32,0.0682437586358287
33,0.06724567532991554
34,0.06026519701881696
35,0.06632785089100265
36,0.08933221306279263
37,0.0597364635498783
38,0.062240174170845
39,0.07668411037758846
40,0.06411519277143245
41,0.06427755428576651
42,0.06489341268609533
43,0.0697623727651695
44,0.06649067861609861
45,0.06546812797108943
46,0.07107212369895602
47,0.05946005383531895
48,0.06743198174387513
49,0.06602455274642427
50,0.06653941220735954
51,0.0727910170506919
52,0.06939880578194546
53,0.06063790684346662
54,0.06960178590713477
55,0.08060583343349184
56,0.07751150385182635
57,0.07706732107445796
58,0.08875449023747911
59,0.08069390695782613
60,0.07620137110999141
61,0.07056754648098747
62,0.06197665777063446
63,0.07812999595752704
64,0.09224921801996218
65,0.07473309879758697
66,0.07625443791504685
67,0.0638091110853967
68,0.06219209238265679
69,0.0597685401412441
70,0.06685034406945495
71,0.07023195376185545
72,0.06113824232144832
73,0.06353204745535142
74,0.06367921745050371
75,0.057076624751944534
76,0.06409434379516007
77,0.06770429874277066
78,0.07497482928781556
79,0.07470564086313315
80,0.06406363132753543
81,0.06619925495360132
82,0.06407240577644983
83,0.08279031259978574
84,0.06703342443477855
85,0.07838613832328323
86,0.09940924306098743
87,0.07428305090352262
88,0.09280843043393959
89,0.08516905358110334
90,0.06551629094316432
91,0.0935875833209427
92,0.07539033679648594
93,0.06819405135636951
94,0.09217792756965161
95,0.06591959475217152
96,0.08048741196417575
97,0.07633779594030926
98,0.06871101413956648
99,0.0560990804875193
