,1
0,48.59091921
1,48.446509
2,48.74569358
3,48.67385845
4,48.87177959
5,48.73955989
6,48.52291379
7,48.73628388
8,48.78249284
9,48.88838921
10,48.7381071
11,48.66243641
12,48.68246653
13,48.77804314
14,48.89759049
15,49.0663298
16,48.72136829
17,48.80312394
18,48.78144911
19,48.57450022
20,48.62504053
21,48.68321526
22,48.77659419
23,48.80929777
24,48.84161224
25,48.79925734
26,48.70867556
27,48.56488834
28,48.54478779
29,48.61672367
30,48.59515921
31,48.80312582
32,48.68441674
33,48.74573195
34,48.71276342
35,48.72035152
36,49.01485658
37,48.75342697
38,48.6208424
39,48.57935686
40,48.70482993
41,48.51586256
42,48.5438963
43,48.44031234
44,48.4888735
45,48.56721619
46,48.53124553
47,48.56514527
48,48.65259058
49,48.73374359
50,48.82072915
51,48.75539169
52,48.64001648
53,48.76323487
54,48.54802096
55,48.68165893
56,48.64625992
57,48.70782374
58,48.60346828
59,48.54883439
60,48.51739075
61,48.71221527
62,48.9055329
63,48.42919807
64,48.59261782
65,48.33661733
66,48.30125911
67,48.18975698
68,48.22937658
69,48.22345443
70,48.10680434
71,48.1674465
72,47.98999986
73,47.92432533
74,47.95040582
75,48.02098353
76,47.94680275
77,47.84347846
78,48.10018556
79,47.90581278
80,48.0829633
81,48.23470066
82,47.93413675
83,48.27742229
84,48.4512588
85,48.2842238
86,48.41740367
87,48.3424307
88,48.19140921
89,48.15146119
90,48.23843024
91,48.34791896
92,48.38947854
93,48.30173242
94,48.17470409
95,48.16042945
96,48.26964398
97,48.2814065
98,48.10344245
99,48.38352025
