,1
0,0.11379769464882813
1,0.11319106565996995
2,0.11082550037010838
3,0.11920833257635913
4,0.10910625540631265
5,0.09099354233035756
6,0.09052250523987687
7,0.11162978874917985
8,0.14642201279419093
9,0.11822132900465296
10,0.10262675808096469
11,0.09802901610484156
12,0.10989767460715334
13,0.11820736647082217
14,0.13589773715135844
15,0.10219745245700058
16,0.08987558258196801
17,0.12616242083118573
18,0.13835438042226508
19,0.09280042518217531
20,0.10243692290316105
21,0.11848773251603742
22,0.1052864661428385
23,0.12462290331375497
24,0.11748546252369027
25,0.10983378027949185
26,0.11339866316309692
27,0.10984518162183649
28,0.10383554452901037
29,0.10318401355772193
30,0.12099882877934912
31,0.12105062871727955
32,0.12192266762132918
33,0.12080643547455341
34,0.12628360353281406
35,0.11359346908149964
36,0.13151088573288472
37,0.09083655426023833
38,0.10341707821419628
39,0.12094668156308276
40,0.0895982468825718
41,0.09963231825931465
42,0.08816720543741063
43,0.10223624493546152
44,0.11136549257835211
45,0.13342311544767577
46,0.11972309195276752
47,0.1293785532528062
48,0.10258086291776983
49,0.11858822660040899
50,0.12804286053310185
51,0.11681515831467558
52,0.11213768311398059
53,0.10103655120027202
54,0.11992086403985404
55,0.1403198707151229
56,0.13910559155745542
57,0.1378364560354167
58,0.13000957381941244
59,0.15390996756319744
60,0.15748988749390624
61,0.10980825766246058
62,0.11173426468607024
63,0.12088597768439373
64,0.12673331959063217
65,0.1120122653201109
66,0.10374275239559125
67,0.10684840612314615
68,0.10028593972642233
69,0.11226688250480797
70,0.10660791046072916
71,0.0961007523024186
72,0.11013599841800091
73,0.09799263300867218
74,0.08325330815104211
75,0.09673532269321788
76,0.11580178077126499
77,0.11946965195049093
78,0.09010669759259227
79,0.10116292513294496
80,0.10890506819107995
81,0.10627349661920542
82,0.10542123701318547
83,0.1369686244171935
84,0.10673955376168175
85,0.12492413809640894
86,0.10860260390230167
87,0.12056150296029082
88,0.13438145173930666
89,0.10878295573758044
90,0.1244231291555384
91,0.12303075527008915
92,0.10589390752473275
93,0.12244406177022715
94,0.13541061752478553
95,0.10894083451453812
96,0.10662141788008599
97,0.11927649609478157
98,0.12130687275380794
99,0.1296466346426172
